OID_,OID1,station_id,carrier_id,carrier_icon,open_time,is_public,auth,is_auth,elect_index,is_online,hasFast,hasSlow,is_network,is_ground,rate
392,,928,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0
393,,930,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.833333333
394,,932,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0
395,,934,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0
396,,936,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.5
397,,938,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
398,,940,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
399,,942,40,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.333333333
400,,944,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
401,,946,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
402,,948,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
403,,950,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.333333333
404,,952,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.5
405,,954,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0
406,,956,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
407,,958,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
408,,960,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0
409,,962,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.166666667
410,,964,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.666666667
411,,966,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
412,,968,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
413,,970,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
414,,972,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
415,,974,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
416,,976,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
417,,978,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
418,,980,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
419,,982,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
420,,984,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0
421,,986,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
423,,990,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
424,,992,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0
425,,994,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.666666667
426,,996,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.666666667
427,,998,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.666666667
428,,1000,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.166666667
429,,1002,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
430,,1004,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
431,,1006,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
432,,1008,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
433,,1010,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.5
434,,1012,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.833333333
435,,1014,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
436,,1016,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
437,,1018,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.833333333
438,,1020,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
439,,1022,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
440,,1024,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
441,,1026,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
442,,1028,40,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.4
443,,1030,40,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.333333333
445,,1034,40,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.5
446,,1036,40,,00:00-24:00,1,1,1,4,2,0,1,0,2,0
447,,1038,250,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.75
448,,1040,250,,未知,1,1,1,4,1,1,0,0,1,1
449,,1042,248,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
450,,1046,260,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8
451,,1048,266,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.333333333
452,,1050,274,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.555555556
453,,1052,286,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.333333333
455,,1062,220,,08:00-20:00,1,1,1,4,1,1,0,0,1,0.916666667
456,,1064,220,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.142857143
457,,1066,220,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
458,,1068,268,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.857142857
459,,1070,143,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
460,,1072,18,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.125
461,,1074,18,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
462,,1084,42,,00:00-24:00,1,1,1,4,1,1,1,0,1,0
463,,1086,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.925
464,,1088,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.75
465,,1090,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.6
466,,1092,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.6
467,,1094,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
468,,1098,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.944444444
469,,1100,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
470,,1102,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
471,,1104,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.9375
472,,1106,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
473,,1108,42,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
474,,1114,13,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
475,,1116,13,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
476,,1118,13,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.625
477,,1120,13,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.785714286
478,,1124,13,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.95
479,,1126,13,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
480,,1128,13,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8125
484,,1140,149,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.277777778
485,,1142,19,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
490,,1164,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.052631579
491,,1166,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.7
492,,1168,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.764705882
493,,1170,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
494,,1172,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.266666667
495,,1174,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.36
496,,1176,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.380952381
497,,1178,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
498,,1180,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.571428571
499,,1182,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.35
500,,1184,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.206896552
501,,1186,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
502,,1188,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.7
503,,1198,9,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.571428571
504,,1200,9,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
505,,1204,133,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.25
506,,1208,133,,00:00-24:00,1,1,1,4,1,1,1,0,1,0
510,,1220,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
511,,1224,276,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
512,,1228,276,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.333333333
515,,1236,14,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8125
516,,1238,135,,00:00-23:59,1,1,1,4,1,1,0,0,1,0
517,,1244,117,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.558823529
518,,1250,326,,00:00-24:00,1,1,1,4,1,1,0,0,4,0.633333333
519,,1252,326,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.2
520,,1254,326,,00:00-24:00,1,1,1,4,1,1,0,0,4,0.6
521,,1256,326,,00:00-24:00,1,1,1,4,1,1,0,0,4,0.8
522,,1258,326,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.127272727
523,,1272,46,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.142857143
524,,1274,336,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.583333333
525,,1278,29,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
526,,1304,131,,00:00-24:00,1,1,1,4,1,1,1,0,2,1
528,,1308,131,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
530,,1312,131,,00:00-24:00,1,1,1,4,1,0,1,0,2,0
531,,1314,131,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.666666667
532,,1316,131,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
533,,1318,131,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
535,,1322,5,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.538461538
536,,1324,5,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
537,,1328,5,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.6
538,,1332,49,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.566666667
539,,1334,48,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
540,,1336,34,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
541,,1342,29,,00:00-24:00,1,1,1,4,2,0,1,0,2,0
542,,1346,334,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.346153846
543,,1360,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.392857143
544,,1362,340,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
545,,1364,340,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
548,,1370,346,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.833333333
549,,1372,1,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.75
550,,1378,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.388888889
551,,1382,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
552,,1386,48,,00:00-24:00,1,1,1,4,1,1,1,0,1,0
554,,1390,334,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.166666667
555,,1392,328,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.732142857
556,,1394,328,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.571428571
557,,1396,11,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.119047619
558,,1398,11,,00:00-24:00,1,1,1,4,1,1,0,0,2,0
560,,1406,15,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
561,,1408,15,,00:00-24:00,1,1,1,4,1,0,1,0,2,0
562,,1410,123,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
564,,1414,123,,08:00-18:00,1,1,1,4,1,1,0,0,1,0.72
565,,1416,123,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
566,,1418,123,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
568,,1422,123,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
570,,1432,366,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
571,,1447,332,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
572,,1449,324,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
573,,1451,141,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
574,,1457,141,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
575,,1459,141,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
576,,1461,141,,00:00-24:00,1,1,1,4,2,1,0,0,1,0
577,,1463,141,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
578,,1465,141,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.25
579,,1469,141,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
580,,1471,141,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
581,,1473,141,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.625
583,,1477,145,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
584,,1483,38,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
585,,1487,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
586,,1489,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
587,,1491,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.3
588,,1493,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
589,,1511,368,,00:00-24:00,1,1,1,4,1,1,0,0,2,0
592,,1517,292,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.625
593,,1519,292,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
594,,1521,292,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.4
595,,1523,292,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.380952381
596,,1525,292,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.789473684
597,,1527,292,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.375
598,,1529,234,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
599,,1547,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
600,,1549,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
602,,1555,141,,08:00-18:00,1,1,1,4,1,1,0,0,1,1
603,,1560,151,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
604,,1562,151,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.375
605,,1574,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.541666667
606,,1580,131,,00:00-24:00,1,1,1,4,1,1,1,0,1,0
607,,1582,131,,00:00-24:00,1,1,1,4,1,0,1,0,1,0
608,,1584,131,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.5
609,,1588,294,,00:00-24:00,1,1,1,4,1,0,1,0,1,0
610,,1590,294,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
611,,1592,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.125
613,,1596,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
614,,1598,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
615,,1600,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
616,,1602,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
617,,1604,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.75
618,,1606,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
619,,1608,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.625
620,,1610,294,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.375
621,,1612,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
622,,1614,382,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
624,,1618,375,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
625,,1630,388,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.5
626,,1632,388,,00:00-24:00,1,1,1,4,1,1,0,0,2,0
627,,1634,390,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.866666667
628,,1638,392,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.895833333
629,,1640,390,,00:00-24:00,1,1,1,4,2,1,0,0,1,0
630,,1646,16,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.174757282
631,,1648,360,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
632,,1650,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
633,,1652,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
634,,1654,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.5
635,,1656,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.833333333
636,,1658,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
637,,1660,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.714285714
638,,1662,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
639,,1664,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
640,,1666,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
641,,1668,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.916666667
642,,1670,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.666666667
643,,1672,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
644,,1674,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
645,,1676,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
646,,1678,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0
647,,1680,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.166666667
648,,1682,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.666666667
649,,1684,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.666666667
650,,1686,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
651,,1688,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
652,,1690,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
653,,1692,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
654,,1694,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
655,,1696,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.833333333
656,,1698,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.857142857
657,,1700,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.8
658,,1702,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
662,,1710,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
663,,1716,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
664,,1718,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.833333333
665,,1720,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
666,,1722,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
667,,1724,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
668,,1726,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
669,,1728,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.666666667
670,,1730,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
671,,1732,394,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
672,,1734,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
673,,1736,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.166666667
674,,1738,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.166666667
675,,1740,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.166666667
676,,1742,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.833333333
677,,1744,394,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.666666667
678,,1746,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8
679,,1748,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
680,,1749,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
681,,1751,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
682,,1753,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.416666667
683,,1755,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.233333333
684,,1757,135,,00:00-23:59,1,1,1,4,1,1,0,0,1,0.181818182
687,,1763,27,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
688,,1765,27,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.015151515
689,,1767,27,,未知,1,1,1,4,1,1,0,0,1,0
692,,1773,27,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
695,,1779,27,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.1875
696,,1781,27,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
697,,1783,27,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
698,,1785,27,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
700,,1793,24,,00:00-24:00,1,1,1,4,1,1,0,0,2,0
701,,1795,396,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.142857143
702,,1799,149,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.416666667
703,,1803,135,,00:00-23:59,1,1,1,4,1,1,0,0,1,0.333333333
704,,1809,407,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
705,,1811,326,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.3
706,,1813,322,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.05
707,,1821,384,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.175
708,,1823,384,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
709,,1825,217,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
710,,1827,409,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.55
711,,1829,47,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4375
713,,1833,149,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
714,,1844,4,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
715,,1853,412,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.068965517
716,,1855,413,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.722222222
717,,1858,407,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.125
718,,1861,407,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.416666667
719,,1863,36,,08:00-21:00,1,1,1,4,1,1,0,0,1,0
720,,1865,6,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.6
721,,1869,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
722,,1871,6,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.875
724,,1881,6,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.866666667
725,,1883,6,,00:00-24:00,1,1,1,4,1,0,1,0,2,0
726,,1885,6,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.928571429
727,,1887,6,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.64
728,,1890,415,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.479166667
729,,1893,407,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.166666667
730,,1897,417,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
731,,1899,417,,00:00-24:00,1,1,1,4,1,0,1,0,1,1
732,,1901,417,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.583333333
733,,1907,419,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
734,,1911,217,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
735,,1913,133,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
736,,1915,423,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
737,,1917,423,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
738,,1921,54,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.416666667
739,,1927,218,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
740,,1929,218,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
741,,1931,218,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
742,,1933,218,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.466666667
743,,1935,354,,未知,1,1,1,4,1,1,0,0,1,0.772727273
744,,1937,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.277777778
745,,1939,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.722222222
746,,1941,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.176470588
747,,1943,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.486486486
748,,1945,354,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.222222222
749,,1949,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.516129032
750,,1951,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.375
752,,1959,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
755,,1967,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.722222222
756,,1969,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.576923077
757,,1977,429,,00:00-23:59,1,1,1,4,1,1,0,0,1,0
