OID_,OID1,station_id,carrier_id,carrier_icon,open_time,is_public,auth,is_auth,elect_index,is_online,hasFast,hasSlow,is_network,is_ground,rate
759,,2003,332,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.675
760,,2005,332,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.708333333
761,,2007,143,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
762,,2009,143,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
763,,2011,25,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
764,,2013,417,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.55
765,,2015,461,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8
766,,2017,461,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
767,,2021,433,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.461538462
768,,2023,459,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.235294118
769,,2025,469,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.181818182
770,,2027,469,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
771,,2029,469,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.35
772,,2035,407,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.291666667
773,,2041,467,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.916666667
774,,2043,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.666666667
775,,2045,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.222222222
776,,2047,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.833333333
777,,2049,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
778,,2051,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
783,,2061,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.285714286
784,,2063,435,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.448275862
785,,2065,445,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.363636364
786,,2067,449,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
787,,2069,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
788,,2071,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8
789,,2073,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
790,,2077,453,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.363636364
793,,2087,451,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
795,,2097,443,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.858695652
798,,2103,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.35
800,,2109,348,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.377777778
801,,2111,25,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
805,,2123,419,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
806,,2127,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
807,,2129,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.888888889
808,,2135,487,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.16
809,,2137,485,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.7
810,,2139,483,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.357142857
812,,2143,463,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
813,,2153,499,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
814,,2155,242,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.833333333
815,,2163,139,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.3125
816,,2167,220,,08:00-20:00,1,1,1,4,1,1,0,0,1,1
817,,2169,4,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
818,,2179,4,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
819,,2185,4,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
822,,2193,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.65
826,,2201,4,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
827,,2213,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.272727273
828,,2215,527,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.95
829,,2219,497,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.65
830,,2221,497,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.15
831,,2223,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.153846154
832,,2225,461,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.395833333
833,,2229,531,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.45
834,,2231,461,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.766666667
835,,2243,6,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.333333333
836,,2311,139,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.538461538
837,,2313,26,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.2
838,,2315,533,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8
841,,2321,407,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.925
842,,2323,537,,全天开放,1,1,1,100,2,1,1,0,0,0
843,,2325,425,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
844,,2327,425,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.047619048
845,,2331,6,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.9
846,,2333,6,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.8
847,,2337,6,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.975
849,,2341,6,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.7
851,,2345,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5625
852,,2349,322,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.15
853,,2351,322,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
854,,2361,6,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.95
855,,2367,461,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
856,,2379,218,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.966666667
857,,2383,575,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
858,,2385,417,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.833333333
859,,2389,497,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.315789474
860,,2391,589,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
861,,2393,151,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.7
862,,2395,587,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.272727273
863,,2397,521,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.166666667
864,,2399,521,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.111111111
865,,2401,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
866,,2407,421,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.291666667
868,,2411,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8
869,,2413,431,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.3
870,,2415,6,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.45
871,,2417,6,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.8
873,,2421,6,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.95
875,,2427,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.727272727
876,,2433,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.615384615
877,,2435,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.307692308
878,,2437,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.846153846
881,,2443,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.538461538
882,,2445,41,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.666666667
883,,2447,41,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
884,,2453,613,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.133333333
885,,2455,613,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
886,,2457,525,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.590909091
887,,2459,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.307692308
888,,2461,419,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
889,,2465,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
900,,2487,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.555555556
901,,2489,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.416666667
903,,2495,419,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
904,,2497,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
905,,2501,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.05
906,,2505,525,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
908,,2509,431,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.45
909,,2511,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
911,,2517,611,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.558823529
913,,2521,26,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
914,,2523,26,,00:00-24:00,1,1,1,4,1,0,1,0,2,1
915,,2525,631,,00:00-24:00,1,1,1,4,1,1,0,0,4,0.421052632
920,,2539,601,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.882352941
923,,2545,703,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.8
924,,2549,635,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
928,,2559,6,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.9
930,,2569,707,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.65
931,,2577,467,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.714285714
932,,2581,26,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.285714286
933,,2585,523,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.285714286
934,,2587,431,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.85
935,,2591,579,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
936,,2593,621,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.423076923
937,,2595,709,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.65
938,,2599,137,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.416666667
939,,2601,663,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.428571429
940,,2603,26,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.1
941,,2605,633,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.85
945,,2615,48,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
946,,2617,48,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
947,,2619,471,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.5
948,,2621,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,0
949,,2623,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,0.3125
951,,2627,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,0.8
952,,2629,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,0.3125
953,,2631,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,0.55
955,,2635,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,1
956,,2637,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,0.6
959,,2645,717,,"00:01-07:00,07:00-12:00,12:00-24",1,1,1,4,1,1,0,0,1,0.875
960,,2647,705,,00:00-24:00,1,1,1,4,1,1,1,0,4,0.25
961,,2651,575,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.15
963,,2655,577,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
964,,2659,18,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
965,,2661,18,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.857142857
966,,2663,123,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.666666667
967,,2665,123,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.6
968,,2667,123,,00:00-24:00,1,1,1,4,1,1,0,0,2,0
969,,2669,123,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.727272727
970,,2671,123,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.916666667
971,,2673,26,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.433333333
972,,2677,419,,00:00-24:00,1,1,1,4,2,1,0,0,1,0
973,,2679,715,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
975,,2683,1,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.47826087
976,,2685,26,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.166666667
977,,2687,727,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.533333333
978,,2689,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.611111111
979,,2691,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.117647059
981,,2695,733,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
984,,2701,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
985,,2703,6,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.7
986,,2705,6,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.2
990,,2713,368,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
991,,2715,735,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
992,,2719,619,,00:00-24:00,1,1,1,4,1,0,1,0,2,0.818181818
993,,2721,707,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
994,,2723,707,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.454545455
995,,2725,368,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.9
996,,2727,368,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.75
1004,,2743,577,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
1005,,2745,587,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.342105263
1006,,2747,719,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1007,,2749,719,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1008,,2751,425,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.785714286
1009,,2753,467,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.425
1010,,2755,471,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.285714286
1011,,2757,1,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.611111111
1012,,2759,707,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.894736842
1014,,2763,1,,00:00-24:00,1,1,1,4,1,0,1,0,4,0.694444444
1015,,2765,1,,00:00-24:00,1,1,1,4,1,1,0,0,4,0.516129032
1016,,2767,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.45
1017,,2769,354,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.212121212
1019,,2773,354,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.333333333
1020,,2783,737,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.7125
1024,,2791,737,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.35
1025,,2793,129,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.5625
1026,,2795,54,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.305555556
1027,,2797,711,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1028,,2799,711,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
1029,,2801,737,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.6125
1030,,2805,741,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.65
1031,,2807,523,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
1032,,2809,523,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
1033,,2811,523,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.666666667
1034,,2813,523,,00:00-24:00,1,1,1,4,1,1,0,0,2,0
1035,,2815,633,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1036,,2817,54,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.55
1038,,2821,41,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1039,,2823,41,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1040,,2825,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.307692308
1041,,2827,41,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1042,,2829,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.692307692
1043,,2831,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.769230769
1044,,2833,41,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.923076923
1045,,2839,1,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1046,,2841,751,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1047,,2843,368,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.15
1048,,2845,218,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.529411765
1049,,2847,218,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.306122449
1051,,2851,733,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.352941176
1055,,2861,1,,00:00-24:00,1,1,1,4,1,0,1,0,4,0.916666667
1057,,2867,755,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.411764706
1058,,2869,763,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.444444444
1060,,2873,348,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.818181818
1061,,2875,348,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.461538462
1062,,2877,761,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
1064,,2881,354,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.269230769
1065,,2883,1,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.8
1066,,2885,1,,00:00-24:00,1,1,1,4,1,0,1,0,1,0.5
1067,,2887,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0
1068,,2889,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.583333333
1069,,2891,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
1070,,2893,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.166666667
1071,,2895,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.071428571
1072,,2897,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.482758621
1073,,2899,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.1
1074,,2901,461,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.625
1076,,2905,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1077,,2907,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1078,,2909,48,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.45
1079,,2911,403,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.59375
1080,,2913,579,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.4
1081,,2917,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1082,,2919,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1083,,2921,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1084,,2923,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1085,,2925,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1086,,2927,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.8
1087,,2929,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.5
1088,,2931,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1089,,2933,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
1090,,2935,569,,00:00-24:00,1,1,1,4,1,1,1,0,2,1
1091,,2937,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1092,,2939,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.25
1093,,2941,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1094,,2943,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1095,,2945,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.75
1096,,2947,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.666666667
1103,,2961,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1104,,2963,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1105,,2965,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1106,,2967,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1107,,2969,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1108,,2971,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1109,,2973,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1110,,2975,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1111,,2977,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.75
1112,,2979,569,,00:00-24:00,1,1,1,4,1,1,1,0,2,1
1113,,2981,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1114,,2983,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
1115,,2985,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1116,,2987,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
1117,,2989,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1118,,2991,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1119,,2993,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1120,,2995,569,,00:00-24:00,1,1,1,4,1,1,1,0,2,1
1121,,2997,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1122,,2999,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1123,,3001,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1124,,3003,569,,00:00-24:00,1,1,1,4,1,1,1,0,2,0.592592593
1125,,3005,569,,00:00-24:00,1,1,1,4,1,1,0,0,4,1
1126,,3007,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1127,,3009,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1128,,3011,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1129,,3013,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.5
1130,,3015,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1131,,3017,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.75
1132,,3019,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.833333333
1134,,3023,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.95
1135,,3025,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1136,,3027,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1137,,3029,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.875
1138,,3031,569,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1139,,3033,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,0.217391304
1140,,3035,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.9
1141,,3037,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1142,,3039,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1143,,3041,569,,00:00-24:00,1,1,1,4,1,1,1,0,1,1
1144,,3043,569,,00:00-24:00,1,1,1,4,1,1,0,0,4,0.166666667
1145,,3045,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1146,,3047,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1147,,3049,569,,00:00-24:00,1,1,1,4,1,1,0,0,2,1
1148,,3051,771,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.875
1149,,3053,715,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
1150,,3055,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.225
1153,,3061,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1154,,3063,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1155,,3073,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
1156,,3075,296,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.181818182
1157,,3077,719,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1158,,3079,719,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1159,,3081,719,,00:00-24:00,1,1,1,4,1,1,0,0,1,1
1160,,3093,26,,00:00-24:00,1,1,1,4,1,1,0,0,2,0.590909091
1161,,3095,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.25
1162,,3097,36,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.466666667
1163,,3099,441,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.275
1164,,3105,431,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.2
1165,,3107,431,,00:00-24:00,1,1,1,4,1,1,0,0,1,0.115384615
